study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown		
SANDD	rey_copy_raw	Rey Copy Raw Score (From Rey Test booklet form completed by Rey scorer)	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	30.1	4.6	31	15	36	140		
SANDD	rey_copy_raw	Rey Copy Raw Score (From Rey Test booklet form completed by Rey scorer)	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	rey_ir_pct	Rey IR percentile Score (From Rey Test booklet form completed by Rey scorer).	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	35.1	26.5	25.5	1	92	140		
SANDD	rey_ir_pct	Rey IR percentile Score (From Rey Test booklet form completed by Rey scorer).	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	rey_ir_raw	Rey IR Raw Score (From Rey Test booklet form completed by Rey scorer)	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	19.6	5.2	20	7.5	31	140		
SANDD	rey_ir_raw	Rey IR Raw Score (From Rey Test booklet form completed by Rey scorer)	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	rey_ir_t	Rey IR T Score (From Rey Test booklet form completed by Rey scorer).	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	45	8.8	43.5	24	64	140		
SANDD	rey_ir_t	Rey IR T Score (From Rey Test booklet form completed by Rey scorer).	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc_rawtot	Rey Copy total score.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	30.1	4.6	31	15	36	140		
SANDD	reyc_rawtot	Rey Copy total score.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc01	Rey Copy: Detail #1.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.6	0.6	2	0	2	140		
SANDD	reyc01	Rey Copy: Detail #1.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc02	Rey Copy: Detail #2.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.6	0.5	2	0.5	2	140		
SANDD	reyc02	Rey Copy: Detail #2.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc03	Rey Copy: Detail #3.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.6	0.6	2	0.5	2	140		
SANDD	reyc03	Rey Copy: Detail #3.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc04	Rey Copy: Detail #4.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.8	0.5	2	0.5	2	140		
SANDD	reyc04	Rey Copy: Detail #4.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc05	Rey Copy: Detail #5.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.7	0.5	2	0	2	140		
SANDD	reyc05	Rey Copy: Detail #5.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc06	Rey Copy: Detail #6.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.6	0.5	2	0.5	2	140		
SANDD	reyc06	Rey Copy: Detail #6.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc07	Rey Copy: Detail #7.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.3	1	2	0	2	140		
SANDD	reyc07	Rey Copy: Detail #7.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc08	Rey Copy: Detail #8.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.7	0.5	2	0.5	2	140		
SANDD	reyc08	Rey Copy: Detail #8.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc09	Rey Copy: Detail #9.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.6	0.5	2	0	2	140		
SANDD	reyc09	Rey Copy: Detail #9.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc10	Rey Copy: Detail #10.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.9	0.4	2	0	2	140		
SANDD	reyc10	Rey Copy: Detail #10.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc11	Rey Copy: Detail #11.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.7	0.4	2	1	2	140		
SANDD	reyc11	Rey Copy: Detail #11.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc12	Rey Copy: Detail #12.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.8	0.4	2	1	2	140		
SANDD	reyc12	Rey Copy: Detail #12.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc13	Rey Copy: Detail #13.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.7	0.5	2	0.5	2	140		
SANDD	reyc13	Rey Copy: Detail #13.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc14	Rey Copy: Detail #14.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.5	0.5	2	0	2	140		
SANDD	reyc14	Rey Copy: Detail #14.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc15	Rey Copy: Detail #15.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.9	0.4	2	1	2	140		
SANDD	reyc15	Rey Copy: Detail #15.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc16	Rey Copy: Detail #16.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.8	0.4	2	0	2	140		
SANDD	reyc16	Rey Copy: Detail #16.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc17	Rey Copy: Detail #17.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.8	0.4	2	0.5	2	140		
SANDD	reyc17	Rey Copy: Detail #17.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyc18	Rey Copy: Detail #18.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.6	0.5	2	0.5	2	140		
SANDD	reyc18	Rey Copy: Detail #18.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir_rawtot	Rey Immediate Recall total score.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	19.6	5.2	20	7.5	31	140		
SANDD	reyir_rawtot	Rey Immediate Recall total score.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir01	Rey Immediate Recall: Detail #1.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	0.9	0.5	1	0	2	140		
SANDD	reyir01	Rey Immediate Recall: Detail #1.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir02	Rey Immediate Recall: Detail #2.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.6	0.6	2	0	2	140		
SANDD	reyir02	Rey Immediate Recall: Detail #2.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir03	Rey Immediate Recall: Detail #3.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.2	0.8	1	0	2	140		
SANDD	reyir03	Rey Immediate Recall: Detail #3.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir04	Rey Immediate Recall: Detail #4.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.6	0.7	2	0	2	140		
SANDD	reyir04	Rey Immediate Recall: Detail #4.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir05	Rey Immediate Recall: Detail #5.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.6	0.6	2	0	2	140		
SANDD	reyir05	Rey Immediate Recall: Detail #5.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir06	Rey Immediate Recall: Detail #6.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	0.9	0.8	1	0	2	140		
SANDD	reyir06	Rey Immediate Recall: Detail #6.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir07	Rey Immediate Recall: Detail #7.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	0.6	0.9	0	0	2	140		
SANDD	reyir07	Rey Immediate Recall: Detail #7.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir08	Rey Immediate Recall: Detail #8.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.1	0.7	1	0	2	140		
SANDD	reyir08	Rey Immediate Recall: Detail #8.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir09	Rey Immediate Recall: Detail #9.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	0.9	0.9	1	0	2	140		
SANDD	reyir09	Rey Immediate Recall: Detail #9.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir10	Rey Immediate Recall: Detail #10.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	0.1	0.4	0	0	2	140		
SANDD	reyir10	Rey Immediate Recall: Detail #10.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir11	Rey Immediate Recall: Detail #11.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.4	0.6	1	0	2	140		
SANDD	reyir11	Rey Immediate Recall: Detail #11.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir12	Rey Immediate Recall: Detail #12.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1	0.9	1	0	2	140		
SANDD	reyir12	Rey Immediate Recall: Detail #12.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir13	Rey Immediate Recall: Detail #13.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.6	0.7	2	0	2	140		
SANDD	reyir13	Rey Immediate Recall: Detail #13.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir14	Rey Immediate Recall: Detail #14.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.2	0.7	1	0	2	140		
SANDD	reyir14	Rey Immediate Recall: Detail #14.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir15	Rey Immediate Recall: Detail #15.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	0.9	0.9	1	0	2	140		
SANDD	reyir15	Rey Immediate Recall: Detail #15.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir16	Rey Immediate Recall: Detail #16.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1.1	0.9	2	0	2	140		
SANDD	reyir16	Rey Immediate Recall: Detail #16.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir17	Rey Immediate Recall: Detail #17.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	0.9	0.6	1	0	2	140		
SANDD	reyir17	Rey Immediate Recall: Detail #17.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	reyir18	Rey Immediate Recall: Detail #18.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		initial/baseline timepoint		numeric			82	1	0.7	1	0	2	140		
SANDD	reyir18	Rey Immediate Recall: Detail #18.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	strp_clr_comp	Total complete color naming on the Stroop task (TEST PAGE 2- Color naming).	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test		initial/baseline timepoint		numeric		TEST PAGE 2- Color naming	83	64.3	14.6	64	31	91	139		
SANDD	strp_clr_comp	Total complete color naming on the Stroop task (TEST PAGE 2- Color naming).	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test		6-month follow up		numeric		TEST PAGE 2- Color naming	-	-	-	-	-	-	75		
SANDD	strp_clr_err	Total errors on the Stroop color naming task (TEST PAGE 2- Color naming).	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test		initial/baseline timepoint		numeric		TEST PAGE 2- Color naming	83	0.4	0.8	0	0	3	139		
SANDD	strp_clr_err	Total errors on the Stroop color naming task (TEST PAGE 2- Color naming).	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test		6-month follow up		numeric		TEST PAGE 2- Color naming	-	-	-	-	-	-	75		
SANDD	strp_int_comp	Total complete interference on the Stroop task (TEST PAGE 3- Interference).	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test		initial/baseline timepoint		numeric			82	40	12.9	40	0	66	140		
SANDD	strp_int_comp	Total complete interference on the Stroop task (TEST PAGE 3- Interference).	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	strp_int_err	Total errors interference on the Stroop task (TEST PAGE 3- Interference).	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test		initial/baseline timepoint		numeric			82	0.7	1.2	0	0	7	140		
SANDD	strp_int_err	Total errors interference on the Stroop task (TEST PAGE 3- Interference).	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	strp_wrd_comp	Total complete word reading on the Stroop task (TEST PAGE 1 - Word Reading).	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test		initial/baseline timepoint		numeric			83	84.9	17.8	86	17	120	139		
