study_name	variable_name	variable_label	folder	description	visit	domain	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
STAGES	bthbts_0510	bthbts_0510Number of children aged 5 years or younger living in your household	Demographics/Household Makeup	Number of children aged 5 years or younger living in your household			integer		count							
STAGES	bthbts_0520	bthbts_0520Number of children aged 6 - 17 living in your household	Demographics/Household Makeup	Number of children aged 6 - 17 living in your household			integer		count							
STAGES	bthbts_0530	bthbts_0530Number of adults aged 18 - 59 living in your household	Demographics/Household Makeup	Number of adults aged 18 - 59 living in your household			integer		count							
STAGES	bthbts_0540	bthbts_0540Number of adults aged 60 years of older living in your household	Demographics/Household Makeup	Number of adults aged 60 years of older living in your household			integer		count							
STAGES	nose_0100	nose_0100Nasal congestion or stuffiness	General Health	Nasal congestion or stuffiness			choices									
STAGES	nose_0200	nose_0200Nasal blockage or obstruction	General Health	Nasal blockage or obstruction			choices									
STAGES	nose_0300	nose_0300Trouble breathing through nose	General Health	Trouble breathing through nose			choices									
STAGES	nose_0400	nose_0400Trouble sleeping	General Health	Trouble sleeping			choices									
STAGES	nose_0500	nose_0500Unable to get enough air through nose during exercise or exertion	General Health	Unable to get enough air through nose during exercise or exertion			choices									
STAGES	nose_0600	nose_0600NOSE Total Score	General Health	NOSE Total Score			integer									
STAGES	osa_0100	osa_0100Heartburn or belching after going to bed, days per week	General Health	Heartburn or belching after going to bed, days per week			choices									
STAGES	osa_0200	osa_0200Perspire heavily during the night, days per week	General Health	Perspire heavily during the night, days per week			choices									
STAGES	osa_0300	osa_0300Dry and/or irritated eyes	General Health	Dry and/or irritated eyes			choices									
STAGES	fss_0100	fss_0100Fatigue Severity Scale: Motivation is lower when fatigued	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: Motivation is lower when fatigued			choices									
STAGES	fss_0200	fss_0200Fatigue Severity Scale: Exercise brings on fatigue	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: Exercise brings on fatigue			choices									
STAGES	fss_0300	fss_0300Fatigue Severity Scale: I am easily fatigued	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: I am easily fatigued			choices									
STAGES	fss_0400	fss_0400Fatigue Severity Scale: Fatigue interferes with physical functioning	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: Fatigue interferes with physical functioning			choices									
STAGES	fss_0500	fss_0500Fatigue Severity Scale: Fatigue causes frequent problems for me	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: Fatigue causes frequent problems for me			choices									
STAGES	fss_0600	fss_0600Fatigue Severity Scale: My fatigue prevents sustained physical functioning	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: My fatigue prevents sustained physical functioning			choices									
STAGES	fss_0700	fss_0700Fatigue Severity Scale: Fatigue interferes with carrying out certain duties and responsibilities	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: Fatigue interferes with carrying out certain duties and responsibilities			choices									
STAGES	fss_0800	fss_0800Fatigue Severity Scale: Fatigue is among my three most disabling symptoms	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: Fatigue is among my three most disabling symptoms			choices									
STAGES	fss_0900	fss_0900Fatigue Severity Scale: Fatigue interferes with my work, family, or social life	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: Fatigue interferes with my work, family, or social life			choices									
STAGES	fss_1000	fss_1000Fatigue Severity Scale: Total Score	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: Total Score			integer									
STAGES	gad_0100	gad_0100Generalized Anxiety Disorder-7 Questionnaire: Feeling nervous, anxious, or on edge	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)	Generalized Anxiety Disorder-7 Questionnaire: Feeling nervous, anxious, or on edge			choices									
STAGES	gad_0200	gad_0200Generalized Anxiety Disorder-7 Questionnaire: Not being able to stop or control worrying	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)	Generalized Anxiety Disorder-7 Questionnaire: Not being able to stop or control worrying			choices									
STAGES	gad_0300	gad_0300Generalized Anxiety Disorder-7 Questionnaire: Worrying too much about different things	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)	Generalized Anxiety Disorder-7 Questionnaire: Worrying too much about different things			choices									
STAGES	gad_0400	gad_0400Generalized Anxiety Disorder-7 Questionnaire: Trouble relaxing	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)	Generalized Anxiety Disorder-7 Questionnaire: Trouble relaxing			choices									
STAGES	gad_0500	gad_0500Generalized Anxiety Disorder-7 Questionnaire: Being so restless that it is hard to sit still	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)	Generalized Anxiety Disorder-7 Questionnaire: Being so restless that it is hard to sit still			choices									
STAGES	gad_0600	gad_0600Generalized Anxiety Disorder-7 Questionnaire: Becoming easily annoyed or irritable	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)	Generalized Anxiety Disorder-7 Questionnaire: Becoming easily annoyed or irritable			choices									
STAGES	gad_0700	gad_0700Generalized Anxiety Disorder-7 Questionnaire: Feeling afraid, as if something awful might happen	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)	Generalized Anxiety Disorder-7 Questionnaire: Feeling afraid, as if something awful might happen			choices									
STAGES	gad_0800	gad_0800Generalized Anxiety Disorder-7 Questionnaire: Total Score	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)	Generalized Anxiety Disorder-7 Questionnaire: Total Score			integer									
STAGES	phq_0100	phq_0100Patient Health Questionnaire 9: Little interest or pleasure in doing things	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Little interest or pleasure in doing things			choices									
STAGES	phq_0200	phq_0200Patient Health Questionnaire 9: Feeling down, depressed, or hopeless	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Feeling down, depressed, or hopeless			choices									
STAGES	phq_0300	phq_0300Patient Health Questionnaire 9: Trouble falling or staying asleep, or sleeping too much	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Trouble falling or staying asleep, or sleeping too much			choices									
STAGES	phq_0400	phq_0400Patient Health Questionnaire 9: Feeling tired or having little energy	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Feeling tired or having little energy			choices									
STAGES	phq_0500	phq_0500Patient Health Questionnaire 9: Poor appetite or overeating	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Poor appetite or overeating			choices									
STAGES	phq_0600	phq_0600Patient Health Questionnaire 9: Feeling bad about yourself	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Feeling bad about yourself			choices									
STAGES	phq_0700	phq_0700Patient Health Questionnaire 9: Trouble concentrating	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Trouble concentrating			choices									
STAGES	phq_0800	phq_0800Patient Health Questionnaire 9: Moving or speaking slowly	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Moving or speaking slowly			choices									
STAGES	phq_0900	phq_0900Patient Health Questionnaire 9: Thought you would be better off dead	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Thought you would be better off dead			choices									
STAGES	phq_1000	phq_1000Patient Health Questionnaire 9: Total Score	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Total Score			integer									
STAGES	bthbts_0100	bthbts_0100Bed partner or roommate	Lifestyle and Behavioral Health	Bed partner or roommate			choices									
STAGES	current_cigarette_smoker	current_cigarette_smokerCigarette smoking, current smoker	Lifestyle and Behavioral Health	Cigarette smoking, current smoker			choices									
STAGES	current_smokeless_user	current_smokeless_userSmokeless user, current smoker	Lifestyle and Behavioral Health	Smokeless user, current smoker			choices									
STAGES	diet_0300	diet_0300Percentage of breakfast among all food intake over 24 hours	Lifestyle and Behavioral Health	Percentage of breakfast among all food intake over 24 hours			numeric									
STAGES	diet_0310	diet_0310Percentage of lunch among all food intake over 24 hours	Lifestyle and Behavioral Health	Percentage of lunch among all food intake over 24 hours			numeric									
STAGES	diet_0320	diet_0320Percentage of dinner among all food intake over 24 hours	Lifestyle and Behavioral Health	Percentage of dinner among all food intake over 24 hours			numeric									
STAGES	diet_0330	diet_0330Percentage of snack 1 among all food intake over 24 hours	Lifestyle and Behavioral Health	Percentage of snack 1 among all food intake over 24 hours			numeric									
STAGES	diet_0340	diet_0340Food intake - No regular meals	Lifestyle and Behavioral Health	Food intake - No regular meals			choices									
STAGES	diet_0350	diet_0350Percentage of snack 2 among all food intake over 24 hours	Lifestyle and Behavioral Health	Percentage of snack 2 among all food intake over 24 hours			numeric									
STAGES	diet_0360	diet_0360Percentage of snack 3 among all food intake over 24 hours	Lifestyle and Behavioral Health	Percentage of snack 3 among all food intake over 24 hours			numeric									
STAGES	diet_0370	diet_0370Percentage of snack 4 among all food intake over 24 hours	Lifestyle and Behavioral Health	Percentage of snack 4 among all food intake over 24 hours			numeric									
STAGES	diet_0380	diet_0380Percentage of snack 5 among all food intake over 24 hours	Lifestyle and Behavioral Health	Percentage of snack 5 among all food intake over 24 hours			numeric									
STAGES	diet_0400	diet_0400Eating impact on alertness/wakefulness	Lifestyle and Behavioral Health	Eating impact on alertness/wakefulness			choices									
STAGES	diet_0500	diet_0500Feel more alert if skip lunch	Lifestyle and Behavioral Health	Feel more alert if skip lunch			choices									
STAGES	diet_0600	diet_0600Sleep less soundly if skip dinner	Lifestyle and Behavioral Health	Sleep less soundly if skip dinner			choices									
WSC	wsc_vst	wsc_vstStudy visit number	Administrative	Study visit number			choices									
WSC	bmi	bmiBody mass index (BMI)	Anthropometry	Body mass index (BMI)	Visit 1		numeric		kilograms per meter squared (kg/m2)	1123	31.7	7.1	30.1	17.6	70.6	-
WSC	bmi	bmiBody mass index (BMI)	Anthropometry	Body mass index (BMI)	Visit 2		numeric		kilograms per meter squared (kg/m2)	758	31.8	7.3	30.5	17.5	66.3	-
WSC	bmi	bmiBody mass index (BMI)	Anthropometry	Body mass index (BMI)	Visit 3		numeric		kilograms per meter squared (kg/m2)	566	31.7	7.4	30.7	18.4	68.3	-
WSC	bmi	bmiBody mass index (BMI)	Anthropometry	Body mass index (BMI)	Visit 4		numeric		kilograms per meter squared (kg/m2)	121	30.6	6.6	29.5	18.5	51.8	-
WSC	bmi	bmiBody mass index (BMI)	Anthropometry	Body mass index (BMI)	Visit 5		numeric		kilograms per meter squared (kg/m2)	2	31.3	5.7	31.3	27.2	35.3	-
WSC	weightkg	weightkgWeight	Anthropometry	Weight	Visit 1		numeric		kilograms (kg)	1123	90.6	20.9	88.0	39.0	204.0	-
WSC	weightkg	weightkgWeight	Anthropometry	Weight	Visit 2		numeric		kilograms (kg)	758	90.9	20.9	88.8	42.0	189.5	-
WSC	weightkg	weightkgWeight	Anthropometry	Weight	Visit 3		numeric		kilograms (kg)	566	90.7	21.5	87.5	43.0	190.5	-
WSC	weightkg	weightkgWeight	Anthropometry	Weight	Visit 4		numeric		kilograms (kg)	121	86.7	19.1	87.0	43.5	136.0	-
WSC	weightkg	weightkgWeight	Anthropometry	Weight	Visit 5		numeric		kilograms (kg)	2	80.3	25.8	80.3	62.0	98.5	-
WSC	zung_index	zung_indexStandardized Zung Depression Scale Total Score	General Health and Mood Questionnaires/Mental and Psychiatric Health/Depression/Zung Depression Scale	Standardized Zung Depression Scale Total Score	Visit 1		numeric			1121	40.3	8.4	38.8	25.0	83.8	2
WSC	zung_index	zung_indexStandardized Zung Depression Scale Total Score	General Health and Mood Questionnaires/Mental and Psychiatric Health/Depression/Zung Depression Scale	Standardized Zung Depression Scale Total Score	Visit 2		numeric			757	39.4	8.1	38.8	25.0	75.0	1
WSC	zung_index	zung_indexStandardized Zung Depression Scale Total Score	General Health and Mood Questionnaires/Mental and Psychiatric Health/Depression/Zung Depression Scale	Standardized Zung Depression Scale Total Score	Visit 3		numeric			564	39.1	7.8	37.5	25.0	68.8	2
WSC	zung_index	zung_indexStandardized Zung Depression Scale Total Score	General Health and Mood Questionnaires/Mental and Psychiatric Health/Depression/Zung Depression Scale	Standardized Zung Depression Scale Total Score	Visit 4		numeric			121	39.6	8.1	37.5	26.3	68.8	-
WSC	zung_index	zung_indexStandardized Zung Depression Scale Total Score	General Health and Mood Questionnaires/Mental and Psychiatric Health/Depression/Zung Depression Scale	Standardized Zung Depression Scale Total Score	Visit 5		numeric			2	38.1	11.5	38.1	30.0	46.3	-
WSC	state	stateState-Trait Anxiety Inventory (State Anxiety Subscale) Score	General Health and Mood Questionnaires/Mental and Psychiatric Health/State Trait Anxiety Inventory	State-Trait Anxiety Inventory (State Anxiety Subscale) Score	Visit 1		numeric			1122	28.0	7.4	26.3	20.0	71.6	1
WSC	state	stateState-Trait Anxiety Inventory (State Anxiety Subscale) Score	General Health and Mood Questionnaires/Mental and Psychiatric Health/State Trait Anxiety Inventory	State-Trait Anxiety Inventory (State Anxiety Subscale) Score	Visit 2		numeric			758	26.7	6.5	25.3	20.0	54.7	-
